"Mcg","Gvh","Alm","Mit","Erl","Pox","Vac","Nuc","Class"
39.80783458880984,43.42854325373909,35.769765048840014,19.992884162493056,5.,0.,48.498401018832794,22.000000000000004,1.
41.63463238275128,47.49201621341816,43.98864713541305,20.90704232394763,5.,0.,49.47996137651932,22.,1.
38.4195216073895,46.996836365903526,40.46946572344511,15.862251532318808,5.,0.,49.481712562572326,27.753594455111717,1.
31.182777660848522,47.48424581979964,39.388611959491314,22.32808676026984,5.,0.,48.49756852577562,23.917255488921946,1.
39.35331187372053,46.989986128076765,39.46114240946912,22.228814074049726,5.,0.,49.97093495336956,22.,1.
34.46770215144956,47.48482916213473,44.47501985233667,20.445242608291068,5.,0.,50.45136687910829,27.078507896764354,1.
39.34540634324843,43.431837857252845,39.913704744986106,18.495610792305868,5.,0.,50.9220599569161,26.175719815012627,1.
37.47814798422429,50.814277945976315,38.39911099148895,18.497413890607156,5.,0.,48.498144866399315,22.,1.
33.950747321149876,45.498579449156495,40.97016375140523,16.31607100981843,5.,0.,46.47642332903088,22.,1.
31.86746434156052,46.98957336843756,39.404299212362204,17.436214564820688,4.999999999999999,0.,50.43854932343417,22.,1.
36.98811746699229,50.85397646938255,40.44011247556101,17.45581357312929,5.,0.,50.46895696608449,22.,1.
37.46999035853069,38.96676959741731,37.67176850500012,20.930424106793538,4.999999999999999,0.,47.49913169459033,22.,1.
39.38774281372801,45.49726922847317,39.98237748230237,15.404502051758481,5.,0.,48.,22.,1.
36.498814716916584,48.464364875113816,40.9689824626058,18.499256035760624,5.,0.,49.49812443661558,24.408481368984145,1.
37.48268362023747,46.,37.74239669342028,18.49354437533655,5.,0.,50.496566071925926,22.,1.
40.76788470717405,43.4309416260436,43.,18.493245365011912,4.999999999999999,0.,50.929503720063735,22.,1.
33.46388919657441,48.43563279164874,40.42276646358752,18.49498449741968,5.,0.,46.99455502723683,26.335390504371368,1.
38.905073228500264,48.43552588919044,37.98541267549781,17.46181815732345,5.,0.,50.91447346752832,22.,1.
41.460956202945,43.492320582656504,44.476762729934535,18.49577690505992,5.,0.,50.44187582692922,22.,1.
36.99597541473234,41.25839497103137,39.45774149635289,16.349522404097755,5.,0.,50.91284608391623,22.,1.
53.49780953636473,61.26382938799567,42.,20.46230567901368,5.000000000000001,0.,50.462588251761204,22.,1.
48.929181962675734,66.9971572826993,40.496336283720915,14.925947938674675,5.,0.,53.49868878128544,22.,1.
53.99792153707324,69.97334963618415,38.34281864012063,22.436812421290973,5.,0.,50.967179287799034,22.,1.
58.71923509128544,66.9947731152519,39.4287358371423,15.099704870879123,5.,0.,52.49846086052949,24.41443270275856,1.
50.96376673546696,61.24792892425656,41.49757970558726,19.000000000000004,5.,0.,50.45933518918375,26.115357340546446,1.
50.99371783996878,60.27338063500294,38.95158095442535,16.94796636024525,5.,0.,52.49929583866768,24.397939562344323,1.
45.737138148018786,65.49122797315931,41.49892053947176,22.674066969633643,5.,0.,50.98301459940052,22.,1.
59.91588792413448,64.43289596945297,40.483316335195724,21.414168095784078,5.,0.,51.992853452721505,22.,1.
52.499105928644525,66.49848344956956,38.942986121613636,22.40981752136768,5.,0.,48.392732067106515,22.000000000000004,1.
57.867744655934075,66.4830918208014,42.,18.493515214320603,5.,0.,53.49888091478938,24.47601976698661,1.
50.965572777855144,61.21099186091955,38.41166809784038,20.96998124875158,5.000000000000001,0.,54.981548578351166,21.999999999999996,1.
57.91765090360089,64.41119502848247,41.49772707088046,20.45354943197927,5.,0.,51.99048294941336,22.,1.
55.46994693489295,60.13241426077066,39.97113859097347,18.49340839499088,5.,0.,52.49908828043657,22.,1.
52.498881334895216,61.2048255969388,40.476951581371,13.64588776882544,7.300495020781918,0.,53.991035080205336,23.464213744281984,1.
47.29404519147894,69.4881162935777,43.47495553466467,16.978631391516668,5.,0.,50.44108507927717,22.000000000000004,1.
45.18054171486276,67.49815924662545,37.289283295293956,17.97672250702623,5.,0.,51.99201360638861,22.,1.
42.43666215356012,39.406851638675334,30.39811568434153,14.284325593250909,4.999999999999999,0.,50.38329992876566,24.441710382594387,1.
41.413014355501474,34.49693213064181,32.49619627591534,19.442426334138894,5.,0.,55.49858686633523,22.,1.
44.989020487275276,42.25151040094512,34.969205013362206,15.996691127746034,5.,0.,52.96423566319551,22.,1.
47.48485984295854,40.27949718483892,33.49765742045277,18.93711608184527,5.,0.,55.,22.,1.
46.99937216278367,40.36431593879162,35.412643694051596,22.642564809872056,5.000000000000001,0.,53.99093783234762,22.,1.
39.24615783589074,31.34821303722206,31.997879003773505,20.23434595400237,5.,0.,53.997270703042446,22.,1.
43.95651662795624,39.259405298563834,33.,17.,5.,0.,54.49815419764556,24.391458395973338,1.
38.56552528769054,35.499200874826855,33.496272369756866,17.990038745148627,4.999999999999999,0.,55.,23.9358372068777,1.
46.49766846284544,38.92859817829681,33.994635097048956,23.324405761748917,5.000000000000001,0.,54.497776885884235,22.,1.
42.41172849077535,35.99280772929569,33.,19.92366328498006,5.,0.,53.990932186388235,23.93017085650225,1.
42.36082046467755,35.9905473743064,33.,19.890002241581882,5.,0.,53.49721586346805,23.924142462258345,1.
44.99110909859185,37.94965108751945,30.97637294069611,18.923035126883228,5.,0.,51.95699684021979,22.000000000000004,1.
44.48501739224949,41.07980848343789,34.47581489911882,21.07151515276286,4.999999999999999,0.,53.480093120170324,22.,1.
44.48584987022082,37.907364505689515,34.94556010945736,17.4959927049544,5.,0.,54.49790832549134,26.472840363326274,1.
50.32739450388304,35.,34.492914600244085,22.63170276867522,5.,0.,52.96237802652027,22.,1.
40.152173229595256,33.4874007573278,31.985768749216966,16.49665367755909,5.,0.,55.49934256656282,22.000000000000004,1.
42.43245169490662,33.98575367688644,33.,19.96613957885303,5.,0.,50.90504531623985,22.,1.
47.494547030815895,32.9531935105045,33.49893856019899,14.885601386671786,5.,0.,53.483346854680214,22.,1.
44.479609327862406,39.92255351018118,34.942924024674184,14.336065987523561,5.,0.,51.382484339719454,22.,1.
42.36645177233139,40.32382127896007,33.,17.497429901615348,5.,0.,53.99086286830455,22.000000000000004,1.
49.886363694439574,39.34724661272165,33.99960786260226,17.9842897760334,5.,0.,52.981753660779376,24.378401576960098,1.
47.49857559360606,32.95231788410992,37.76127029380846,20.28826632990416,5.,0.,54.49795799023492,22.,1.
46.,37.89432034111513,37.66972534090158,17.49389395626224,5.,0.,54.4987696041702,22.000000000000004,1.
43.95515192264303,42.37117423211022,33.,16.494103309811877,5.,0.,54.498021977118796,21.999999999999996,1.
46.49844807842655,37.99546523399863,38.96778615383373,17.492883768785482,5.,0.,53.99208334869131,22.,1.
41.82939882264016,35.99014552499317,34.483029538507566,15.4335672380533,5.,0.,54.49793302394253,22.,1.
48.829805231434776,52.97938059338461,39.49999328510686,18.487591752400064,5.,0.,49.49053363627556,22.,1.
51.46697844814339,50.348330599396014,37.83849870697648,21.496345931600693,5.,0.,51.44258831714623,22.,1.
50.928862318035186,50.452456936442445,39.950428513453566,25.3795963633045,5.000000000000001,0.,50.45494461094808,22.,1.
47.65934261230453,52.99089355984704,40.47234299217158,22.000000000000004,4.999999999999999,0.,48.4977267692029,23.928985980895252,1.
50.99625023743448,51.95115608589869,43.496366464949936,22.497559363412538,5.,0.,49.4792097613785,22.,1.
53.498406449640605,52.96672584446438,38.89851518045995,17.076027287187884,5.,0.,49.963317849447975,21.999999999999996,1.
55.99785843536433,53.992517696713584,37.26983989505405,23.916522864661758,4.999999999999999,0.,49.493518193065384,22.000000000000004,1.
52.48763862363924,52.966421748561515,36.663978487672395,24.48653337445322,4.999999999999999,0.,50.990748695898894,22.,1.
49.29576453024016,55.998158629215695,39.957196024499325,24.823629417991928,4.999999999999999,0.,50.44451590675975,26.234422006297585,1.
54.49799817028817,50.44561045257597,44.4367422995968,18.1726125852151,5.,0.,47.497533777160754,22.,1.
51.442406542583015,55.,41.497627390568766,20.451437322322782,4.999999999999999,0.,48.,26.115198787688435,1.
49.940577574926095,57.93619721210817,39.950059052734844,27.796684283151606,5.,0.,48.497593400799936,22.,1.
48.35170820584486,51.476652247329675,38.91743542821767,23.931198038426622,5.,0.,49.96006906206672,22.,1.
51.49578521414365,53.9921688629837,38.910601841663905,18.193001497994505,5.000000000000001,0.,49.969549813237336,24.485534307347788,1.
46.424981014896034,58.87132683751489,41.49725453062506,24.38862893518598,5.,0.,48.49993419471356,22.,1.
60.358690577539704,57.92310714498032,40.48501461362426,22.978524297820194,5.,0.,49.4880326508596,22.,1.
45.94545978196986,55.499676537520884,37.788900968517254,19.95173983740992,5.,0.,48.497894005060246,22.,1.
52.99096346290272,59.79272070652614,38.88461713677842,23.94228647595208,5.,0.,45.957599036090194,22.,1.
58.3470248568567,59.981789959845024,42.,19.992521892541536,4.999999999999999,0.,50.9142405484787,24.45035512545394,1.
51.477026617159495,55.00000000000001,38.361069251331244,22.494443788029088,5.,0.,52.39723256192011,22.,1.
58.35121448332474,57.95931775329021,41.499424377250165,22.,5.,0.,49.47837293937407,21.999999999999996,1.
55.999117610224346,53.990813111966276,39.972423487388184,19.905192155758535,5.000000000000001,0.,49.959987353249446,22.,1.
54.,49.40252121740646,38.437974726266816,20.447831176001,5.,0.,49.477557735679454,24.49140298764768,1.
52.99095278450158,55.,40.48201355187703,14.085277165018073,7.380525896629997,0.,51.3918678637832,23.453017344000763,1.
49.8528285060505,47.51630376726282,42.4984050900822,19.93438010642467,5.,0.,50.95352677918538,22.,1.
47.6383798405728,52.96948658109165,37.23618431128681,18.910679038615665,4.999999999999999,0.,50.99449795679162,22.,1.
50.38038613726203,47.50765386099977,43.96207350789491,19.89990575785751,5.,0.,50.43809606916936,22.,1.
52.49723007229527,50.30705815010239,41.49699363694472,28.26483647633176,5.,0.,48.49742845832719,22.,1.
41.4721478728933,47.45179533661421,32.347071692422,13.443066737329776,5.,0.,48.439465168327025,24.45250883699633,1.
40.480504493871784,44.,30.462763536002342,14.382720524907223,5.000000000000001,0.,49.84178111551729,26.999999999999996,1.
35.48021129872393,39.842413283430886,30.91158978869891,15.349206191893643,5.000000000000001,0.,50.487669739552935,26.495909544527255,1.
40.497589766692286,47.45787570049528,33.335382791512885,16.714037756639577,5.,0.,47.483453473785204,26.49680793208369,1.
39.,40.42204155714845,30.44197152580119,16.827001116174184,5.,0.,49.38511242922351,26.49753537945083,1.
38.99999999999999,40.35076114985269,30.476515295637558,16.62465937860003,5.,0.,48.99979125541721,26.49545994069875,1.
41.45091686334635,42.47855915610304,28.496469333296194,16.00866964755562,5.,0.,47.48152937901576,24.38287467195041,1.
39.988609655974045,45.96215734403252,32.62777920753473,12.49705665635613,5.,0.,48.43627878109645,30.98034189594067,1.
32.5602766267653,42.476002239337696,25.97973457693862,5.008671674959575,5.,0.,47.478396557339025,24.42087146367946,1.
31.816462391020604,42.99923768415199,24.248883573010144,12.961552525306807,5.,0.,43.42813380230349,24.396467332114035,1.
43.99785314260616,48.359958726972245,31.80483389272609,13.43255054956504,5.,0.,48.9081467448709,27.,1.
40.95153372979239,42.48343604768014,32.4433461405606,14.86274058197558,5.,0.,49.875437359992446,28.98885052170038,1.
36.97188041858543,37.54977504151675,29.464500082901502,13.886078850278352,5.,0.,50.90842041898132,24.47984521423144,1.
38.99999999999999,49.70603792924997,30.858213004257536,14.829333588793194,4.999999999999999,0.,47.49774714988789,24.38113624766398,1.
35.42119296627678,44.49761623029462,33.365383525435874,12.968192983165686,5.,0.,45.499547544591536,24.483079712840265,1.
33.05580359234432,45.9801692096552,31.81875403941349,13.905022369088249,5.,0.,49.37916321276924,24.401324954555257,1.
39.,38.12710893579995,30.40442017344022,16.647172756475797,5.,0.,46.49909427737062,24.37524677518544,1.
40.96073891448815,44.499305579098,32.21082146030522,12.,5.,0.,46.99867964326036,24.437557514208084,1.
37.987343774529606,47.41008801118625,33.35832901877112,14.864148733708946,5.,0.,48.442473838414465,27.,1.
39.,44.98888769697854,30.4147097086315,14.811750268493586,5.,0.,49.39466656050014,24.42500203833089,1.
34.7751173396718,47.45980701181116,32.62708332913986,14.714092692237394,4.999999999999999,0.,46.00000000000001,28.933316301027133,1.
40.47614685409638,47.386603305550466,30.397393251193797,13.933198912118716,5.,0.,49.85598424816847,24.37339020037496,1.
38.498050788130854,40.39444770900306,31.90669858418132,12.965651464128246,5.,0.,49.888144751520414,24.37463115104091,1.
42.62795370089939,39.873794069465966,32.99642064516847,21.496295247949764,5.,0.,55.49802691559572,22.,1.
34.94293033638795,30.965140909268655,31.497684580313273,22.993230837535467,5.,0.,54.485371598024585,22.,1.
39.43236143103064,38.681109738172246,32.497331792788955,19.485027164118698,4.999999999999999,0.,54.99832120999614,24.384878342656886,1.
34.411126260884046,34.98571709747152,32.98906313918657,20.496374858880536,5.,0.,55.49956873077052,23.922618339082064,1.
41.72465756369179,38.27181626768578,33.469714068127466,26.60011430317663,5.,0.,54.99373021099355,22.,1.
37.98929647973084,35.496290107453035,32.4994697653271,22.49824463259887,5.,0.,54.48413322313485,23.97782891345738,1.
37.99721039168841,35.4876839181786,32.49615528217514,22.494526089269527,5.,0.,53.9875263936672,23.929567043729783,1.
40.37030581779652,37.473760433330554,30.49404015844997,21.498540396084877,5.,0.,52.44551690230234,22.,1.
39.89614491750676,30.906094134344034,36.38243422271403,26.799573504051263,4.999999999999999,0.,53.96393703041591,22.,1.
39.95600429181087,40.96649243069223,33.99652658155392,23.925020661395717,5.,0.,53.963175933680574,22.,1.
39.97219778774202,37.35078821231228,34.483663631803054,19.916838407006114,5.,0.,54.995125501929024,26.120175961649913,1.
35.98703491537177,32.99698866121341,31.49819902693826,18.890103016406425,5.,0.,56.,22.,1.
37.99300038716471,33.496497947708185,32.49622172110696,22.49471507965641,5.,0.,51.47411260258751,22.,1.
42.6057738460876,32.46824162006649,32.98585801831268,17.16008408766928,5.,0.,53.964176393535986,22.,1.
36.49699747270651,33.49781868981133,34.992602370442135,18.213580862791968,5.,0.,55.497913253766384,28.7642155776251,1.
37.98829744969597,39.84614213652453,32.49707798199219,19.90419792105854,5.,0.,54.481283616035874,22.,1.
37.497201739973065,37.78890686187754,31.499943094051144,27.818523719377843,5.000000000000001,0.,53.96347645469129,22.,1.
42.755088926363726,32.47375096767843,37.09636178835639,22.987774489084025,5.,0.,54.99405265296245,22.,1.
41.36354978606671,37.36381950740149,37.12572741582179,19.912526857099046,5.,0.,54.99631498343109,22.,1.
37.497027119650994,35.47390983286995,33.94146857747889,17.920748917943364,5.,0.,54.99500150726543,22.,1.
34.490394172223716,31.414926248176478,30.476599504083136,13.304753601845693,5.,0.,53.96692077203122,21.999999999999996,1.
46.43662711709457,48.486416118486616,35.468454209506845,17.772292903000785,4.999999999999999,0.,52.98472050837375,22.,1.
45.97709805032024,48.46623240078381,37.49674662133509,20.90230076647989,5.,0.,51.99040716101243,22.,1.
40.39575778195922,56.24803320446216,35.468558743318184,19.411693051437062,5.,0.,51.,22.,1.
42.99940575221878,47.372907766823445,34.955470321256456,15.98506062941837,5.,0.,52.490809719907716,24.377274846461255,1.
42.99335532348759,51.,37.99481732950448,18.382825062507177,5.,0.,49.990493454599275,23.930889398789223,1.
41.424897816900994,43.44040585025107,34.96909985999693,18.653180880998818,5.,0.,51.995907843425,23.938734219286587,1.
41.46900905230789,43.444584195641056,34.99311770287053,18.69360299719441,5.,0.,51.49811062183007,23.945938229143657,1.
44.,45.936296722348416,32.774021707033825,17.782800375524538,4.999999999999999,0.,49.99349432537296,22.,1.
45.95651393883125,49.998590719071004,40.843438879241106,18.663418104737172,5.,0.,51.,22.000000000000004,1.
48.290812562889165,51.00000000000001,36.496663854979474,13.97098539572549,5.,0.,51.49757386242321,22.,1.
42.477206034458135,49.47972535013248,37.49934643842471,13.98496463482716,5.,0.,51.,27.94323641012754,1.
44.497370899949516,58.10522908957513,37.9911878336839,12.901974510540153,5.,0.,52.48046659766889,22.,1.
47.407050898358634,51.,34.40937689800672,20.566310533959292,5.000000000000001,0.,52.48225961657897,22.,1.
44.49899935746571,53.92006348489437,37.496667697034916,20.653195113154414,5.000000000000001,0.,51.99235573779299,26.127816225168687,1.
49.25944794867331,48.4545279812484,41.995293731817526,15.,5.,0.,48.960786521386716,21.999999999999996,1.
46.44176689385306,52.968664080794014,38.97880654401801,16.935639840143775,5.,0.,49.47742416405124,26.24061367513614,1.
43.49715812723632,49.48695035502827,36.4969007293034,19.753626551766573,4.999999999999999,0.,51.49896222988585,21.999999999999996,1.
46.44229944041095,51.993535859340255,36.49808340772538,14.999999999999998,5.,0.,51.49864308484433,24.3741573165998,1.
43.498933028227114,45.728522683595216,37.,16.435951071853943,5.000000000000001,0.,52.49758909510621,26.217529133477925,1.
41.49011736651913,53.49330334766172,35.474192933778866,16.46422853839975,4.999999999999999,0.,49.990012135522015,22.,1.
37.99193685978398,47.91882728329221,37.987449646704164,14.497634418073346,5.,0.,47.92630623272807,22.000000000000004,1.
35.122850640965325,49.47776847188956,36.49957124362368,15.49806932165135,4.999999999999999,0.,51.991382899749205,22.000000000000004,1.
40.97916240227151,53.444315240581915,37.49703594565737,15.493750534097114,5.,0.,51.99109173199024,22.,1.
46.488659292664636,53.45847243598697,37.,6.391925542293013,5.,0.,51.99228962152385,22.,1.
46.43364193736018,52.96503976519804,35.98613048867503,18.810402842682457,5.,0.,53.983998271019416,22.,1.
47.91818352064416,48.43794904113321,35.471229424724996,6.358161743062816,5.000000000000001,0.,51.,23.452516905090285,1.
50.54184950097088,51.99185504127634,37.49807275923388,16.435810403599824,5.000000000000001,0.,51.497655495545445,22.,1.
39.28747493006385,53.478968400920905,36.498016027668626,6.722136345562387,5.,0.,51.99409627540781,23.463757490026765,1.
43.49724099756341,47.95901067620724,37.,13.472886894885487,5.000000000000001,0.,49.477706911308815,22.,1.
40.41418390837789,50.99999999999999,37.99981510210466,16.48649847073362,5.,0.,51.,24.379108109086964,1.
41.49714722551196,48.441263232869005,34.9428290388405,16.449148511143683,5.,0.,51.99567812665741,22.,1.
48.977206529142364,47.457846085917915,35.986675739429344,16.882530889224995,4.999999999999999,0.,51.,24.390927885247883,1.
47.89291150079305,52.96560756989358,37.987394165251445,11.987430583287221,7.117209963107065,0.,52.96238700778143,23.453523635772704,1.
44.99557459252851,45.779904330205795,39.911974770687365,16.475416553948435,5.,0.,52.48048264087149,22.,1.
37.45974609562729,51.,37.497253557694634,16.431823604977907,4.999999999999999,0.,48.43584435133474,26.400900486292045,1.
42.99148002905978,51.,34.94594072442051,15.491995784473595,5.000000000000001,0.,52.479446778133166,22.,1.
45.496282017536664,45.93502362446898,41.256750610903865,16.445574969731357,5.,0.,51.992068161803275,21.999999999999996,1.
40.95454900465694,43.516135679288844,36.496997833094554,14.49170124756845,5.,0.,52.47856729053201,22.,1.
40.94398692699504,58.5876423716494,34.98972114238176,15.97408732188172,5.,0.,51.,22.000000000000004,1.
48.49949997833629,46.,35.952711432572606,24.73903373552149,5.,0.,53.9918530895515,22.,1.
45.374846891349335,44.989652105670416,33.49884899469592,18.895448863892177,5.,0.,54.49892022106498,24.433364535772743,1.
47.98958229846886,44.47505715082522,34.49641417609881,26.01115861384025,5.,0.,54.498529819036946,22.,1.
45.49122109431096,48.450876425206346,36.41494122835084,21.49441866664983,5.,0.,51.91342855765485,23.932899323511116,1.
43.72110001917356,41.34210101536115,33.498334942080305,21.977264475596495,5.,0.,53.99236754689769,23.954475197302266,1.
43.72171104869456,41.29637484238317,33.497177510603834,21.978610258795385,5.,0.,53.479965224514174,23.967546875585533,1.
46.461580373467406,43.457838899686976,31.468754358322236,20.999999999999996,5.,0.,51.92159767249943,22.000000000000004,1.
48.49917050632436,47.47632962684986,39.220834336104296,21.9903314735364,5.,0.,52.99404875643304,22.,1.
50.975799804258045,48.45009568048568,34.99946081841668,16.52905963059348,5.,0.,53.47926406705507,22.,1.
53.360600705902826,49.39728522979837,33.499835413317754,23.42835837581457,5.,0.,52.97140836666479,22.,1.
49.99499436403444,48.44741942069973,32.987432500460145,23.832516253873244,5.,0.,54.497956711653615,22.,1.
46.980174037579125,51.21693362733505,35.95215901386146,24.367596434618,5.,0.,53.99562662907677,26.174867628665545,1.
51.925783268259835,46.,40.2617325506199,17.77396698523435,5.,0.,50.856524935364895,22.,1.
49.,50.39277283288958,37.48104330787675,19.98203897843864,5.,0.,51.426804610285075,26.132805292527465,1.
45.9054048254441,46.99243920121985,34.9866112080897,23.462863831902993,5.,0.,53.496959952028256,22.,1.
49.00000000000001,49.39352425272922,34.99187043209774,17.834419500925872,5.,0.,53.488867937686045,24.42633274807821,1.
45.90278680444007,43.49300487569879,35.49669238707296,19.443460529359925,5.,0.,54.49955777136724,26.26901764847802,1.
51.91420101013664,40.39424128839852,34.99644607826551,24.89767059516035,5.,0.,52.978665949875364,22.,1.
43.77428459886363,50.90816708485318,34.,19.442657267868444,5.,0.,51.9681144608228,22.,1.
43.186497111326446,50.79941215979659,35.94868166113241,18.34676357274219,5.,0.,53.99077808654609,22.,1.
49.,50.48092931800069,34.49638284624186,21.978943907980877,5.000000000000001,0.,55.997611658359716,21.999999999999996,1.
53.34230205202635,49.383726330494525,35.9830054637435,19.484325125065297,5.,0.,53.479413492123896,22.,1.
49.,37.97893965826957,34.,16.76327785978326,5.,0.,53.48404197357808,22.,1.
45.902174363363805,45.49900198378203,35.47026966517974,15.875306478020363,5.,0.,51.418802316377246,22.,1.
42.68950180032377,48.43884127843144,36.48537671451746,19.471656150883888,5.,0.,52.99269907740114,24.48249313122522,1.
43.73973682542838,46.00000000000001,33.49972412040048,19.486112444118042,4.999999999999999,0.,53.99078420730738,22.,1.
51.49631920635703,44.99517493329816,34.49799645727825,19.998927485439253,5.,0.,52.975840667174865,24.443268477663487,1.
50.488979073133635,50.464046438759894,36.47952831869747,13.762258516505765,7.298934966113343,0.,55.,23.4921267068486,1.
49.00000000000001,37.77191651595074,38.37476047962495,22.451411909626223,5.,0.,54.498290790227045,22.000000000000004,1.
47.4917922517768,43.48272692468295,38.271470169754934,19.4455270807127,5.,0.,54.498221777637426,22.,1.
45.458123886289854,48.4595303140844,33.499109000207476,18.330587820456863,5.000000000000001,0.,54.49770702533957,22.,1.
47.992979387549894,43.45128683040784,39.64832225962907,19.466911688282543,5.,0.,53.99286462402602,22.,1.
43.45072997876566,41.37055333150731,34.98735808371275,17.39565878444678,5.,0.,54.499700415898495,21.999999999999996,1.
49.9901110217921,46.,37.33860012293866,27.937374698610718,5.000000000000001,0.,51.98512017147194,22.,1.
44.90727504815993,44.998299346487315,35.45543657214496,22.266769134738638,5.000000000000001,0.,53.499128778325755,24.373588543852144,1.
47.4990009510443,44.47739992575626,36.48247261072092,30.4652582576904,5.,0.,53.497948079805035,22.,1.
42.20207003010999,50.33117568124521,33.24821490266409,30.480146143544616,5.,0.,51.99199748442848,22.000000000000004,1.
44.94183052119653,48.43690119742505,38.496760918087645,25.298027511693693,5.,0.,50.96159520851238,23.949017534795612,1.
43.270209660144374,41.39651039717205,35.49928896100798,25.830642331555637,4.999999999999999,0.,53.,23.980325953396203,1.
43.334055672710875,41.35413643775965,35.41270142384349,25.928087935418475,5.,0.,52.49764535639735,23.91822791483533,1.
45.9831186047604,43.42932030608819,33.34551134079628,24.679200017670937,4.999999999999999,0.,50.98632103453457,21.999999999999996,1.
48.,47.47652789043087,41.428881977707434,25.88425993207732,5.,0.,51.993921516471815,21.999999999999996,1.
50.44327141785196,48.49037303897873,36.998237504976345,20.67823323822212,5.,0.,52.49773489194418,22.,1.
52.76628506715066,49.41839674139284,35.44050699910511,27.462439695944028,4.999999999999999,0.,51.99529594473954,22.000000000000004,1.
49.48120400860711,48.47873013751254,34.995850139257186,27.994678452359246,5.,0.,53.49770733936561,22.,1.
46.485825308110634,51.21027098461822,38.,28.49591039892398,5.,0.,53.00000000000001,26.11553409791822,1.
48.49975823227979,50.45023399747862,39.47237454691903,23.79094467718134,5.,0.,50.438587559319465,26.187947629006675,1.
46.99787627005814,53.14834464824597,38.00000000000001,31.898964758994545,5.,0.,50.96132580165943,22.000000000000004,1.
45.4316443441263,46.990833705362554,36.98752687269466,27.494168700181618,5.,0.,52.499528773397884,22.000000000000004,1.
48.498464134042784,49.37650794230468,36.99176804691993,20.88446235487975,5.,0.,52.499620892145806,24.37246766896428,1.
45.460347053342225,43.4978707493368,37.49889993717972,23.06114604651074,5.,0.,53.497928632890215,26.124006848123926,1.
51.492966665989954,40.21743889095559,36.98855511929118,29.,5.,0.,51.99470095224087,21.999999999999996,1.
48.49785182169039,50.36024136892665,36.48542850624804,25.837328782731298,5.,0.,54.981661339080034,22.,1.
52.78048555583082,49.376110786493825,38.,22.99426744204432,5.,0.,52.497996205901714,22.,1.
42.15737329947058,48.4451122583457,38.49773441627627,22.888054107481167,5.,0.,51.994502061828065,24.480709340310415,1.
43.46255415998819,46.00000000000001,35.44446584145725,22.894471194420326,5.,0.,53.,22.000000000000004,1.
50.91824119098075,44.99789258771777,36.47872738177476,23.884733528189294,5.,0.,51.990920044917885,24.439509338699956,1.
42.76669176390526,43.95745188141812,34.33346769006425,31.977556896537376,5.000000000000001,0.,52.49779984015334,22.,1.
48.49778109233637,37.89724908015893,40.4256213762651,26.396873171571706,5.,0.,53.49836324114029,22.,1.
46.98998493784944,43.442294884421685,40.45340033686436,22.88583052453896,5.,0.,53.49856129987408,21.999999999999996,1.
44.94358255730751,48.474693011548595,35.43044844266099,21.570705110496817,5.,0.,53.49772214939209,22.000000000000004,1.
47.498924565165126,43.43188849759559,41.88711403258244,23.074383440119455,5.,0.,53.00000000000001,22.,1.
49.48047229076322,46.,39.485223342167615,32.43233321562583,5.,0.,50.96494379221096,22.,1.
48.959708382953636,61.9976019581087,3.9201175343918107,28.597770242060868,5.,0.,50.96081906897206,24.481668647760436,1.
52.49791745557796,66.48404488228428,34.98628564491756,39.43387640441206,5.,0.,52.99575164626586,30.331797104068634,1.
49.41283379128975,64.48604145131938,35.991032615760965,38.4817528806537,5.000000000000001,0.,51.439403382451616,24.372115217795628,1.
32.49653190514828,31.90069759589005,32.46771126103389,21.360681461383585,5.,0.,53.994048612496954,23.9668612610761,1.
35.89723090097193,32.420897611113496,31.998214109809183,23.494919549373627,5.,0.,52.99999999999999,23.916522232334707,1.
35.88487070436558,32.23460582564996,31.994015906220845,23.498636150241104,5.,0.,52.49815785838054,23.98463739330817,1.
38.438898368350145,34.389960751594586,29.9844349049451,22.48867708060255,5.,0.,50.960795998292795,22.,1.
37.49484633809422,28.000000000000004,31.9932079921971,23.495349397028424,5.,0.,45.84130507880266,23.969739476395873,1.
28.76711476750857,31.31128146291447,26.1351956229407,20.837609939937522,5.,0.,49.423066025689394,22.,1.
37.70962690915635,27.999999999999996,35.71589734223381,27.82986515044071,5.000000000000001,0.,52.49857125598017,22.000000000000004,1.
33.99836598324814,29.983148997733156,30.999999999999996,19.945092316279908,5.,0.,54.479403470488265,22.,1.
35.87584504819158,30.440064959071236,31.996493994454433,23.497012846826397,5.,0.,49.92672852162364,22.,1.
35.4825403085474,32.28459032029427,33.414396803483584,18.532266859441755,5.,0.,53.497710644273965,22.,1.
32.49949702514921,28.499095781213207,29.9844063808537,13.890759891230903,5.,0.,52.49923005878419,22.,1.
37.,58.46091259916593,31.465490061500486,28.481271097214343,5.,0.,50.99999999999999,22.,1.
39.4219674531858,56.40174570792743,36.41510781271579,23.45290517973632,5.,0.,49.99043125755624,23.94989755236469,1.
31.61605879114189,55.235547818090424,34.99137535968451,25.49512838775891,5.,0.,49.99114723346737,23.946313906162626,1.
40.89195954705761,63.98225524573008,36.45807282368776,16.827778924080608,5.,0.,52.49107959947683,22.,1.
40.822677805167814,59.46453176992245,35.97025415320079,26.497373240737943,4.999999999999999,0.,51.99498971578328,26.15517083660159,1.
41.3461186893129,61.49859321014849,35.948159351251334,29.760843054520073,4.999999999999999,0.,49.99403119122963,22.,1.
