,Tweets_temiz,sentiment
2165,Fransa da COVID 19 a ait meclis kurulu feshedildi ,2
2166,"NE OLDU, NE OLUYOR, NE YAPMALI? Ali Osman Zor ile Sohbet Ropörtaj Türkiye Amerika Trump Biden Medya MedyaSiyaset liberalçete pandemi covid19 yeninormal iktidar muhalefet",2
2167,Korona da sanıyor ki bi tek kendi değişiyor. COVID19 coronavirus corona,2
2168,"Ülkemizin biyoteknoloji dalında en başarılı firması olan Pcr işlemlerinde Dünya'nin en iyisi ile Mic qPcr cihazımızla ürünlerini oluşturuyor,değerlendiriyor KALITELI ÜRÜN BAŞARILI KADROLAR ile buluşunca ortaya covid19 pcr testinde ihracat rekoru çıkıyor ",1
2169,Bu covid tahmini ne zaman biter? Covid19,2
2170,COVID19 a karşı geliştirilen protein bazlı Novovax aşısının Faz II çalışması etkililik oranları: Birleşik Krallık %89.3 n 15.00 Güney Afrika %49.4 n 4.400 501.V2 varyantının baskın olduğu Güney Afrika da ne yazık ki oran oldukça düşük ,0
2171, TR SARAYIN Soytarısına idamistiyoruz HIRSIZLARa idamistiyoruz COVİD 19 COVİD 19 COVID19 COVİD 19 COVİD 19 COVID19 COVİD 19 COVİD 19 COVİD 19 COVİD 19 COVİD 19 COVİD 19 COVİD 19,0
2172,"SağlıkBakanı FahrettinKoca, Çin'den alınan 10 milyon dozluk koronavirüs aşısının ikinci bölümü olan 3,5 milyon doz aşının yarın sabah saatlerinde Türkiye'de olacağını açıkladı. Aşının 6,5 milyon dozluk ilk bölümü ise geçen pazartesi günü ülkemize ulaşmıştı. ",1
2173,"Sağlık Bakanı Koca duyurdu Çin'den 3,5 milyon dozluk Covid19 aşısı geliyor ",2
2174,aşı sevkiyatı ,2
2175, TÜM HALKA ÜCRETSİZ AŞILAMA İŞÇİYE EMEKÇİYE SOSYAL KORUMA ÇARKLAR DÖNSÜN DİYE VİRÜSÜN KUCAĞINA İTİLEN İŞÇİLERE AŞIDA ÖNCELİK VERİLSİN! izmir COVID coronaturkiye kovid19 aşı pandemi ,1
2176, ozkan61 Militan serefsiz gelde bundan adalet ve eşitlik bekle SARAY KÖPEKLERİ BUNLAR YALAKALIKTA SINIR YOKTUR COVİD 19 COVID19 COVİD 19 COVİD 19 CHP DEVAPARTİSİ İYİPARTİ GELECEKPARTİSİ SAADETPARTİSİ ARZUM ADALET MHPKAPATILSİN İDAMGELSİN DİKTATOR ÇAKMADARBE,1
2177, koronavirüs ne istediğimizi bilmediğimiz bilemeyeceğimiz kararsızlık ,0
2178,"COVID 19, küresel olarak işletmeler için dijital dönüşüm ihtiyacını hızlandırdı. Araştırmalar, şirketlerin %80'inden fazlası dijital dönüşümlerini hızlandırmayı planladığını, ancak yalnızca %30'unun başarılı olduğunu gösteriyor. ",1
2179,"COVID 19 yeni varyantı B117 neden bu kadar tehlikeli? Yayılması nasıl engellenir? Araştırmacılar, corona virüsünün yeni B117 bulaşıcı varyantlarının son derece tehlikeli olduğu konusunda uyarıyor corona korona COVID19 B117 pandemi coronavirus ",0
2180,Son dakika! Bakan Koca müjdeli haberi duyurdu! 10 milyon dozluk aşılar Türkiye'ye ne zaman geliyor? asi covid19 bakankoca saglikbakanligi ,1
2181,MFEP masks in Istanbul masksforextraordinarypeople facemask masksforall anymaskisbetterthannomask homemademask covid19 keyworkers protectourkeyworkers funkymask prints recycledfashion sewing sewtosavelives printedfabric newin ,2
2182,Sağlık Bakanı Koca'dan 'AŞI Açıklaması! fahretti nkoca aşıçalışmaları coronaaşısı coronaturkiye koronatürkiye covid19 coronavirüs koronavirüs ,2
2183,Fransa'da son 24 saatte Covid19'dan 348 can kaybı ,2
2184,"BFM TV ye göre Fransa Cumhurbaşkanı Macron, koronavirüs sebebiyle pazar günü 3. genel sokağa çıkma kısıtlamasını açıklayabilir Fransa da halihazırda akşam saat 6 dan itibaren sokağa çıkmak yasak olsa da bu COVID19 hasta sayısını istenen seviyeye getiremedi sondakika",1
2185,"Bakan Koca'dan aşı müjdesi! 3,5 milyon dozluk sevkiyat yola çıktı videosu FahrettinKoca Koronavirüs ",1
2186," Novavax aşısı, COVID 19'a karşı% 89 etkilidir. novavax coronavirus ",1
2187,"Bakan Koca'dan aşı müjdesi! 3,5 milyon dozluk sevkiyat yola çıktı Türkiye, Çin'den 10 milyon dozluk koronavirüs aşısı alırken, bu aşıların 6,5 milyon dozluk kısmı geçen hafta ülkeye gelmişti. Sağlı.. Tamamı: FahrettinKoca Koronavirüs ",1
2188,Abi ülke cahillikten kırılıyor ama önce 80 yaşındakiler aşı oluyor ya önce bi ülkedeki öğrencileri alışayında okulları açın ! aşı asıolanlar,0
2189,Yepyeni aşılar geliyordu!! corona asi ,0
2190,"Aşıların 3,5 milyon dozluk 2. bölümü bu sabah geliyor aşı koronavirüs SonDakika",2
2191,Anlayan bir kişi bana açıklasın lütfen. Gerçekten. korona covid 19 ,1
2192,"Novavax COVID 19 aşısı Faz 3 etkililik oranı 89.3%. Britanya ve Güney Afrika mutasyonları dahil. Hemen sipariş verin. Britanya, 60 m. doz sipariş vermiş. ",2
2193, Sn. Sağlık bakanım sizin kadar aşı sevdalısı görmedik. Millet aşı aşkıyla yanıp tutuşmuyor! Millet PlandemiTiyatrosu pl nınızla bunaldı bıktı! NormaleDönTürkiye ,1
2194,"çin china korona abi kadın bildiğin 2 tane kaplumbağayı hiçbir işlem uygulamadan haşlamış. Bir de aç gibi yiyiyor. Bırak korona yı, bunlar yüzünden daha neler gelir başımıza.",1
2195,Sağlık Bakanı Fahrettin Koca: İnaktif aşıların 10 milyon dozluk 2. sevkiyatının birinci bölümü hafta sonu elimize ulaşmıştı. Bu sabah ikinci bölümü ülkemize ulaşmış olacak. medicaljournealism FahrettinKoca aşı ,1
2196,"Aşılarda öncelik, artık çalışan kesimde olmalı. Her gün metro metrobüsle sıkış tıkış işe giden milyonlar varken bu virüsün yayılımı durmaz. Yaşa göre yapılan planlama ölümleri kontrol altına alabilir ama salgını durdurmaz. aşı COVID19 vakasayısı",1
2197,Aşılama bu hız da ilerlerse benim yaş grubuma 2023te geleceğini umuyorum COVID19 aşı,1
2198,Evde kalan fenomen EvdeKal ,2
2199,"Evden çalışmak ve uzaktan eğitim muhabbetlerinin tek anlamı herkes başının çaresine baksın! insanlar artık paraya değil, insani duygulara ve sosyalleşmeye muhtaç kalacak bu gidişle pandemi uzaktaneğitim evdençalışmayahayır",1
2200,Gece her şeyi karartsa bile ayı karartamazdı.karantina ,2
2201,İngiltere'de dolaşımda olan yeni varyant üzerine etkinliği de ayrı olarak hesaplamışlar: Klasik COVID 19 suşunda %95.6 Dolaşımdaki yeni varyanta %85.6,0
2202,Türkiye nin Aşı ile imtihanı .. ,2
2203,"İstanbul da bahçeli ev bulmak neredeyse imkansız hale geldi Koronavirus nedeniyle izole yaşam sürmek isteyen vatandaşlar deprem riskinin de etkisiyle büyük şehirlerde bahçeli ev arayışına girdi, İstanbul'da bahçeli ev arayışı yüzde 40 arttı. koronavirüs deprem Istanbul ",0
2204,"BREZİLYA 28.1.2021 Covid19 T.Vaka : 9.058.687 1 24 Aktif:1.038.485 DO 8,9 T.Ölüm : 221.547 1 963 DO 10,1 T.Test : 28.600.00 1 7 Günlük Vaka: 58.202 Yüzde Artış 0,6 fark 0,1 Günlük Ölüm: 1.310 Vaka Ölüm Yüzde: 2,450 themachinecorona",0
2205,"65 yaş ve üzerindeki kişilerin aşılanmaları devam ediyor. Alo182'niyi arayarak TC numarası ile AŞI olup olamayacağınızı sorguluyor, Covid Aşısı için randevu alabiliyor, Hastanede Aile Hekimlerinde Mobil Hizmeti alarak evde aşınızı olabiliyorsunuz. COVID19 Pandemi AşıOlanlar ",1
2206,"ABD Savunma Bakanlığı basın sözcüsü John Kirby ilk Pentagon basın toplantısında konuştu. Kirby, ABD koronavirüs kovid19 aşılama çalışmalarında Federal Acil Durum Yönetim İdaresince Pentagon dan istenen yardımın ne şekilde sağlanabileceğinin değerlendirildiğini belirtti.",0
2207,Salgın ve sonrasınki dünya yaşamı. Dünyanın evrildiği son.. İlginç olan dizinin 2018 yapımı yani COVID19 çıkmadan önce olması..? bigreset kayıtdışı ertanözyiğit büyüksıfırlama ,1
2208,New York'taki bakımevlerinde Kovid 19 ölümlerinin yarısı rapor edilmemiş NewYork Kovid19 Aşı,2
2209, Okullarda sabun yok istanbulda sulari akmayan 3 okul ismi hemen simdi verebilirim tuvaletler les gibi bu surecte bu eksikler tamamlanmadn okullar acilacaksa vay halimize COVID19 yanina tum salgın hastaliklarida alir her bireye bulasir,0
2210,"SABİM'de görev yapan Danışman Hekimler, 81 İl Halk Sağlığı Hizmetleri Başkanları ile Bulaşıcı Hastalıklar ve Çağrı Merkezi Sorumlularına yönelik COVID 19 a Multidisipliner Yaklaşım Eğitimi nin ilk oturumu bugün yapıldı. ",2
2211,Böyle bir şey gördüm doğrumu? Covid 19 koronavirus aşı hes KoronaKuruluYargılansın turkey cumhurbaskanligi sağlıkbakanlığı fahrettinkoca türkiye TBMM BilimKurulu DısisleriBakanlığı China ,1
2212,"Son dakika..! Çin kendisinin ürettiği Aşıyı Wuhan da kullandı. Ve başarılı oldu.. Aşı probagandası yapan Fetö hesabları var. Bu hesablar Kanada menşeilidir, İtibar etmeyiniz. Açıklama: Haluk Özdil",1
2213," Gereksinimlerinin 4 5 katı COVID 19 aşısı stoklayan ülkeler, diğer yoksul ülkelerin aşıya ulaşımını öteleyerek adeta yenilgi ile çıkılmış bir savaşın yaratacağı sonuçları tesis ediyorlar Vekalet savaşından hallice: Covid 19 aşı patenti Zeki Gül ",0
2214,Kuzey Kıbrıs Türk Cumhuriyeti'nde COVID 19 tedbirleri kapsamında ülke genelinde kapanma kararı alındı. ,2
2215,Bu Nasıl Bir Yol? yol kar kis kiş soğuk insan hayat karantina evdekal covid 19 ,2
2216,koronavirüs K busu Bitmeden Yeni Tehdit! %75 Ölüm Oranına Sahip.. Kamu Bülteni ,0
2217, Covid19 korunmak için ,1
2218,Hayırlı geceler Türkiyem .. EvdeKal !,2
2219,İspanya'da Covid19'dan 515 kişi daha hayatını kaybetti ,0
2220,AVRUPA ÖLÜM 28Ocak Covid19 doge 1 B.Krallık 1239 2 Almanya 862 3 Rusya 575 4 İspanya 515 5 İtalya 492 6 Polonya 389 7 Fransa 344 8 Portekiz 303 9 Ukrayna 149 10 Türkiye 129 11 Macaristan 93 12 Romanya 90 13 Hollanda 83 14 Çekya 77 15 Belçika 54 16 Slovakya 50,0
2221,İtalya'da son 24 saatte Covid 19 bağlı 492 can kaybı İtalya da Korona virüs salgınında son 24 saatte 492 kişinin daha hayatını kaybetmesi ile toplam can kaybı 87 bin 381'e yükseldi.. Covid19 İtalya Türkiye,0
2222,Dünyada tedavisi süren Covid19 hasta sayısı 26 milyonu geçti ,1
2223,"BakanKoca: Kısıtlamalara uymalıyız Fahrettin Koca, açıklanan günlük vaka sayılarının ardından sosyal medya hesabından açıklamalarda bulundu. ",1
2224,Sağlık Bakanı Koca'dan vaka sayılarına ilişkin uyarı: vaka ,0
2225,"AB, aşı üreticilerini tehdit etti AB Aşı Kovid19",0
2226,KKTC'de ülke genelinde 3 Şubat'a kadar karantina kararı Dogrusu ,2
2227,Bıktım Karantina,0
2228, Evde kalın çağrısı yapılan İngiltere de salgın a bağlı bin 239 kişi daha öldü ,0
2229, 28 Ocak 2021 güncel koronavirüs tablosunu görmek için aşağıdaki linke tıklayınız. ,2
2230,"Libya, Ürdün ve Irak'ta Kovid 19'dan ölümler arttı Yeni tip Koronavirüs Kovid 19 nedeniyle Libya'da 30, Ürdün'de 7, Irak'ta 6 kişi daha hayatını kaybetti, Kata.. Türkiye",0
2231,BAE Bakanları Danimarkalı meslektaşlarıyla bir araya gelerek COVID 19 test protokolüne bağlılıklarını doğruladılar WamNews,2
2232," Sonuç, aşı nerde..!",2
2233,"Avustralya nın COVID 19 aşısı konusunda endişe: Almanya, Oxford AstraZeneca aşısının 65 yaş üstünde kullanılmasına karşı uyardı Avustralya Postası ",0
2234,Yakalandığım Korona virüs covid 19 hastalık sürecini kayıt altına alıp Ajans Ba olarak belgesel haline getirdik. We made a documentary about my COVID 19 experiences by Ajans Ba sağlıkbakanlığı korona mardin belgesel ,2
2235,"CUMHURBAŞKANIMIZ Sn: Amerika ve Çin den sonra, Kovid 19 konusunda en çok aşı projesi yürüten üçüncü ülke durumundayız. Sn: huseyinmeric01 Aşı Türkiye malatyaAkpartiTeşkilatı ",2
2236,"ALMANYA 28.1.2021 Covid19 T.Vaka : 2.193.119 1 38 Aktif:253.302 DO 2,2 T.Ölüm : 56.117 1 1.496 DO 2,6 T.Test : 38.533.736 1 2 Günlük Vaka: 13.440 Yüzde Artış 0,6 fark 0,1 Günlük Ölüm: 759 Vaka Ölüm Yüzde: 2,56 Artış 0,02 themachinecorona",0
2237,"Tabloda ülkemizin 2019 yılı yaş gruplarına göre nüfus dağılımı verilerini görüyorsunuz. Gün itibariyle 75 79 yaş arası bireylerin aşılanması başladı. 80 yaş ve üzeri nüfusu üç günde bitiren Türkiye, bu işi en hızlı yapan ülkelerdendir. Aşılama Koronavirüs COVID19 CoronaVac ",2
2238,Türkiye dijital diktatörlüğe mu gidiyor? Türkiye Dünyanın deney ülkesi mi? Çin dijital diktatörlüğu Türkiye'ye mi ihraç ediyor? Sorularin cevabı aşağıda Covid2019 Covid19 Covid2019 Covid 19 koronavirues NewWorldOrder ,2
2239,Sıcak Gelişme.. Yavru vatandan kapanma kararı gt gt gt KKTC Koronavirüs SonDakika haber,1
2240,İkinci kere koronavirüs e yakalanan var mı?,2
2241,"Pandemi kısıtlamaları çerçevesinde şu an sadece paket servis veya gel al hizmeti verebilen restoran ve kafeler, devlet desteği yerine bir an önce normal çalışma koşullarına dönmeyi bekliyor. ve in haberi. ",1
2242,Avrupa da bir ülke daha yolculardan koronavirüs testi isteyecek Haberi okumak için tıklayın: İsviçre koronavirüs test yolcu form tedbir Uçak ,2
2243," Nasıl ki Sağlık Bakanlığı gerçek verileri paylaşmıyorsa, Tarım ve Orman Bakanlığı da atık su üzerinden yapılan çalışmaları paylaşmıyor. Oysa Türkiye genelinde COVID 19 yayılımının atık sularda SARS COV 2 analizleri ile rutin takibi bulaşta erken uyarıcı bir sistem olabilir. ",0
2244,"Türkiye Günlük Coronavirüs Tablosu, adresinden paylaşıldı. Buna göre, son 24 saatte 173 bin 210 COVID19 testi yapıldı, 7 bin 279 kişinin COVID 19 testi pozitif çıktı, 129 kişi hayatını kaybetti. Hasta sayısı 670 olarak açıklandı.",1
2245,Dünya turizminin en kötü yılı: 2020 turizm koronavirüs 2020 ,0
2246,"Sağlık Departmanının, bakımevlerindeki koronavirüs ölümlerini yüzde 50'ye varan oranlarda daha az rapor ettiği bildirildi. ABD covid19 ",2
2247,Canım babamın aşı sırası geldi yarın aşısını olacak Allah ın izniyle Covid 19 aşı,1
2248," Avrupa Birliği AB Konseyi Başkanı Charles Michel, COVID 19'a karşı geliştirdiği aşının AB ülkelerine tedarikinde ciddi miktarda kesinti yapacağını açıklayan AstraZeneca gibi ilaç firmalarına karşı yasal yollara başvurma seçeneğini gündeme getirdi. ",1
2249,İngiltere'de koronavirüs: Son 24 saatte 1239 can kaybı ,2
2250,COVİD 19 TİYATROSU BİZLERE GÖSTERDİKİ ! DÜNYA'DA DOKTORLAR İKİ'YE AYRILIYOR. 1 DÜRÜST VE VİCDANLI DOKTORLAR 2 PARANIN VE VİCDANSIZ DOKTORLARI. bilimkuruluyargılansın,1
2251,Adını umutlarla yazacağım. COVİD 19 öncesi.,1
2252,"İSPANYA 28.1.2021 Covid19 T.Vaka : 2.792.360 1 17 Aktif:2.734.554 DO 2,7 T.Ölüm : 57.806 1 809 DO 2,6 T.Test : 32.027.728 1 1 Günlük Vaka: 34.899 Yüzde Artış 1,3 fark 0,2 Günlük Ölüm: 515 Vaka Ölüm Yüzde: 2,07 Azalış 0,01 themachinecorona",0
2253,"GÜNEY AFRİKA 28.1.2021 Covid19 T.Vaka : 1.437.798 1 42 Aktif:122.496 DO 1,4 T.Ölüm : 43.105 1 1.386 DO 2 T.Test : 8.156.239 1 7 Günlük Vaka: 7.150 Yüzde Artış 0,5 Günlük Ölüm: 55 Vaka Ölüm Yüzde: 3 Artış 0,03 themachinecorona",0
2254,Seçmen gözüyle son 10 yılda Erdoğan nerde hata yaptı 1..İş Dünyasını 5 firmanın eline bıraktı 2..Papaz Branson ve Ekonomik felaket 3..fahrettinkoca ve çakma pandemi ile millet mağdur edildi 4..Gerçek seçmeni işçi unutuldu 5..AKParti Başkanlarının bir kısmı halkı bıktırdı ,0
2255,"AnthonyHopkins, Covid19 aşısı olduğu anı paylaştı: 1 yıllık karantinanın ardından tünelin sonunda bir ışık.. ",1
2256,"Körfez ülkelerinde Koronavirüs bilançosu ağırlaşıyor Yeni tip Koronavirüs Kovid 19 nedeniyle Birleşik Arap Emirlikleri'nde BAE 8, Suudi Arabistan'da 3, Umman'da 2, .. SuudiArabistan",0
2257,Belim mi ağrıyor böbreklerim mi anlamadım ama COVID 19 geri geldiysen hoşt,1
2258,Koronanın pençesinde geçen son bir senenin ömrümüze eklenmesini talep ediyorum Korona,0
2259,Covid19 en azindan artik aslinda ABD'de neler yasandi bir fikrimiz olacak. verilerin acildigini haber veren hep ve sadece dogrucu 'a tesekkurler. darisi basimiza ,1
2260,"CDC direktörü: Verilere göre maske, azaltılmış yoğunluk gibi önlemler alındığında okullar COVİD 19'un hızla yayıldığı yerler değildir. ",2
2261,"pandemic pandemi SalgındaİhtiyacPDR duyguyaumutol Merhabalar, karantinanın duygu durumuna etkisini incelediğimiz bir araştırmamız var. 5 dakikanızı ayırırsanız çok seviniriz. veriler PSY201 dersi projesi için kullanılacak. Teşekkür ederiz ",1
2262,Güney Sudan Kızılhaçı na COVID 19 ile Mücadele de Destek BagimsizHaber ,2
2263,"Körfez ülkelerinde Kovid 19'dan ölümler arttı Yeni tip Koronavirüs Kovid 19 nedeniyle Birleşik Arap Emirlikleri'nde BAE 8, Suudi Arabistan'da 3, Umman'da 2, .. SuudiArabistan Türkiye",1
2264,"Dünya Sağlık Örgütü DSÖ Koronavirüs salgınının ortaya çıktığı Vuhan kentinde hastaneleri, laboratuvarları ve pazar yerlerini araştırmaya başladığını bildirdi. ",2
2265,KKTC'de ülke genelinde kapanma kararı Kuzey Kıbrıs Türk Cumhuriyeti'nde COVID 19 tedbirleri kapsamında ülke genelinde kapanma kararı alındı. ,2
2266,Covid19 Itaya. Uzamis Covid. Ön yayin. 129 pediyatrik hasta %50'den fazlasi yetiskinlerdekine benzer uzun vadeli semptomlar gosteriyor ,2
2267,"AK Parti Dörtyol İlçe Teşkilatımızın Emektarlarından Baki Şahin Kardeşimin Kıymetli Eşi, AK Parti Dörtyol İlçe Kadın Kolları Kurucu Üyesi AyşeŞahin Hanımefendi'nin Covid19 Rahatsızlığı Sebebiyle Tedavi Gördüğü Hastanede Can Emanetini Teslim Ettiğini Büyük Bir Üzüntüyle Öğrendim ",1
2268,Sevgiliyle minik bir aile olduğunu anladığın an tam olarak sevgilinin korona testi verip sana söylemesi sonuç açıklanana kadar ikimizin bir olup bu bilgiyi diğer tüm aile bireylerinden sakladığımız andır. İyi günde kötü günde ..koronavirues,1
2269," Duygular tarihçisi Herv Mazurel, 400 kişinin rüya öykülerini incelediğini, rüyaların çoğunlukla kapanma, yalnızlık, korku, çaresizlik ve savaş temalarını içerdiğini söylüyor. ragip ile küresel medya gezintisi: Covid19 un duygu düşünce haritası.. ",0
2270,Rusya mutant virüs için test geliştirdi Rusya aşı SputnikV haber,2
2271,"Covid 19 pandemisi hayatımızı fazlasıyla etkilemeye devam ediyor. Sürekli büyüyen Covid 19'un hasar listesine bir yenisi eklendi : Kanser, araştırma ve tedavileri Detaylar yazımızda pandemi Kovid19 kanser ",0
2272,Kuzey Kıbrıs Türk Cumhuriyeti'nde artan koronavirüs vakaları nedeniyle ikinci kez karantina kararı alındı. KKTC covid19 ,2
2273, İZMİR OTELCİLER ESNAF ODASI İZMİR'deki ESNAF ODALARININ içinde ilk kez TÜRKİYE ESNAF OSCARI ÖDÜLÜ'ne DEĞER GÖRÜLDÜ !! izmirotelcileresnafodası esnafoscarödülü Oscars2021 Oscar izmir otelcilerodası turizm esnaf izmirdepremi 30ekim YeniHayat pandemi ,1
2274,COVID 19 TÜM SAĞLIK ÇALIŞANLARI İÇİN İLLİYET BAĞI ARANMAKSIZIN MESLEK HASTALIĞI KABUL EDİLMELİDİR. ,1
2275,"13 son söz, toplumsal bağışıklık çok uzakta olmayabilir. aşılama son sürat devam etmeli, maske belki de çift kat maske zorunlu halde takılmalı. tek yaptığımız tutanak tutmak gerisi takdiri mutlak.. pandemi masketak aşıol koronavirüs COVID19",0
2276,"12 pandeminin en başından beri tespit edilen vakalar, nüfustakilerin yaklaşık 10'da 1'i olduğu belirtilmektedir. bunu da kullanırsak teyite muhtaç olmakla beraber şu an 21 milyon vatandaşımız bağışık durumdadır. pandemi masketak aşıol koronavirüs COVID19",1
2277,11 29 temmuzdan bugüne ise toplam 44.600 hasta tespit edilmiş durumda. bunu vakaya oranlarsak son 6 ay için 2.180.00 vaka ediyor. pandemi masketak aşıol koronavirüs COVID19,2
2278,"Teknoloji devi yılın son çeyreğinde rekor kırdı! Apple'dan 11 milyar dolarlık satış geliri Apple, 2020'nin son çeyreğinde satışlarının bir yıl önceki göre yüzde 21 artarak 11 milyar doları aştığını aç.. Tamamı: Koronavirüs WhatsApp ",0
2279,"10 şimdi gelelim asıl mevzuya vakaların yeniden açıklanmaya başladığı 26 Kasımdan bugüne toplam 1.175.050 vaka, 240.00 hasta tespit edilmiş. pandemi masketak aşıol koronavirüs COVID19",2
2280,"Yeni nesil hızlı çıktı,ben 25 yaşındayım evde kaldım Kısmet herşey.. covid19 yap birşeyler . evleneceğim ama",2
2281,9 bunun sebebi çok büyük ihtimalle diğer ülkelerden gelen mutasyonlu virustür. açılma ya da normalleşme kelimeleri cümle içinde kullanırken bile çok dikkatli olmak gerek. pandemi masketak aşıol koronavirüs COVID19,1
2282,"Marmara Üniversitesi Diş Hekimliği Fakültesi nde Hasta Kabul Memuru Cahit Pehlivan, İstanbul da Corona Covid 19 virüsü sonucu yaşamını yitirdi. istanbul marmarauniversitesi Corona coronavirus Korona pandemi COVID19 ",0
2283,8 grafikler bu kadar. evet kasım aralık zirvesinden sonra rakamlar düşmüş durumda ancak son bir kaç günde yine bir artış gözlenmekte. pandemi masketak aşıol koronavirüs COVID19,1
2284,7 hasta vaka oranı da düşüyor ama bu neden düşüyor gerçekten ben de merak ediyorum : pandemi masketak aşıol koronavirüs COVID19 ,0
2285,"6 vaka test oranı ve hasta test oranı kasım ayındaki zirveden sonra güzelce düşmüştü, lakin son bir kaç günde yine yükseliş bulunmakta. pandemi masketak aşıol koronavirüs COVID19 ",1
2286,Çin'den gelen Sinovac aşısının uygulanması devam ediyor. Türkiye'de şuana kadar 1.5 milyondan fazla kişiye ilk doz aşıları yapıldı. aşı CoronaVac haber ZkuşağıBilmez,2
2287,"5 toplam ağır hasta sayısı, 6bin rakamının kıyısından döndü, ancak h len yüksek. buradaki her birey çok ciddi risk altında olduğu aşikardır. pandemi masketak aşıol koronavirüs COVID19 ",0
2288, Demokratlar önümüzdeki hafta Biden COVID 19 yardımına yönelik ilk adımları planlıyor amerika biden coronavirus ,2
2289," Güney Carolina, ilk olarak ABD'de olmak üzere iki Güney Afrika varyantı COVID 19 vakası bildirdi coronavirus amerika ",2
2290,"4 günlük vefat sayısı, 250 rakamını aştıktan sonra düşüşe geçmesine rağmen h len 100'ün üzerindedir. halbuki 14'e kadar düşmüştü.. pandemi masketak aşıol koronavirüs COVID19 ",1
2291," Sağlık için Spordayız.. Spor sonrası Hasbihal Cenab ı Hak şafi ismi şerifi hürmetine bütün hastalarımıza, Acil şifalar versin inşallah. HayırlıCumalar 29ocak Covid19 ",1
2292,Başkanımız Başkanlığında Pandemi tedbirleri kapsamında telekonferans yöntemiyle İlçe Kadın Kolları haftalık olağan yürütme ve yönetim kurulu toplantımızı icra ettik. Hayırlara vesile olsun. ,1
2293,"3 günlük vaka sayısı, yeniden açıklanmaya başlandığı 26 Kasımdan sonra 5binli rakamları görüp tekrar az da olsa bir yükselişe geçti. pandemi masketak aşıol koronavirüs COVID19 ",1
2294,"2 günlük hasta sayısı, kasım aralık ayındaki zirveden sonra nihayet üç basamaklı rakamlardayız.. pandemi masketak aşıol koronavirüs COVID19 ",1
2295,"1 sağlık bakanlığı 6 ay bağışıklığı kabul ederek, son 6 ayda pozitif çıkanlara aşı yapmayacağını duyurmuştu, bu yüzden turkuaz tabloda verilerin değiştiği 29 temmuz'un 6 ay sonrası olan günde yeni veriler, yeni grafikler hazır. pandemi masketak aşıol koronavirüs COVID19",1
2296,İşte hayatımın özeti Karantina is coming ! Madem Ada geneli sokağa çıkma yasağı ilan edildi o zaman tekrardan saralım bunlara Con Sınov sende olmalıydın bu karede. Karantina COVID19 kıbrıs Cyprus ,2
2297,"Virginia Tech Üniversitesi'nden bilim insanları, maskelerin nasıl takılması gerektiğini açıkladı. covid19 ",0
2298,SONDAKİKA.. 28 Ocak Koronavirüs vaka ve ölüm sayıları açıklandı.. ,0
2299,Bilim Kurulu önerdi! Yüz yüze eğitim için kritik tarih SonDakika BilimKuruluYuezYueze Covid 19 EvdeKal ,0
2300,Cumhurbaşkanı Erdoğan: ABD ve Çin den sonra COVİD 19 konusunda en çok aşı projesi yürüten üçüncü ülke durumundayız bursa bursahaberleri sondakika ,2
2301,Erdoğan: Amerika ve Çin den sonra COVID 19 konusunda en çok aşı projesi yürüten üçüncü ülke durumundayız 1 Almanya aşıyı buldu 2 Amerika aşıyı buldu 3 Türkiye BULAMADI 4 İngilter aşıyı buldu 5 Çin aşıyı buldu,0
2302,"Almanya merkezli parfüm ve kozmetik perakendecisi Douglas, COVID 19 salgınının tüketici alışkanlıklarını değiştirmesinin etkisiyle Avrupa'daki 500 mağazasını kapatma kararı aldı. ",2
2303,Hollanda'da yağmaları önlemek için vitrinler tahta plaka ve beton bloklarla kapatıldı avrupa koronavirüs haber ,0
2304,Tam karantinalık quarantine karantina woodyvilletreehouses photooftheday galatasaray vacation tatil istanbul blacksea karadeniz avukat lawyer ,1
2305,"Üst düzey Avrupa Birliği yetkilileri, AstraZeneca'nın COVID 19 aşısı tedarikinde kesintiye gideceğini açıklamasının ardından AB ülkelerinden aşı ihracatına sınırlama getirecek bir mekanizmanın yarın başlatılacağını açıkladı. ",0
2306,Dolmuş amp metrobüste yüzbinlerce insan kıç kıça giderken kimsenin umrunda değil! Açın şu okulları artık! covid19 ,1
2307,Aşı yapılan kadın ewinde ölü bulundu .. ,0
2308,Pişman değil ama şişmanım DeğerlerimizleGeleceğe EvdeKal hayat,1
2309,Günlük Koronavirüs Tablosu 28 Ocak 2021 covid19 Turkiye ,2
2310,Aşı ekipleri şok oldu aşı CoronaVac haber Covid 19,0
2311,Bakan Koca'dan vaka sayılarına ilişkin uyarı covid19 corona covid ankara sağlık Turkey sağlıkbakanlığı bakankoca SağlıkBakanlığıSiziDinliyor duenyasağlıkoerğuetue Korona bizevdeyiz evdekal aşı fahrettinkoca ,0
2312, MÜŞTERİMİZE BU GÜZEL YORUMU İÇİN ÇOK TEŞEKKÜR EDERİZ. MOCHA RENGİ LENSİMİZ. COVİD 19 SEBEBİYLE LENS TAKMA APARATI BÜTÜN LENSLERİMİZDE HEDİYEDİR CE BELGELİ AVRUPA BİRLİĞİ STANDARTLARINA UYGUN SERTİFİKALI TEK LENS MARKASI ''LAUSEL LENS'' ,1
2313,Duvara yazılıcak bir söz.. 57 islam ülkesinin 57 si de Hristiyan aşısı bekliyor! Neden ? aşı pandemi,2
